,Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,position
0,0,0,0,0,0,0.0,180,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2023-08-11T19:00:00Z,0,13,0,0,0,0,1,0,2966,0,3,0,0.0,0,0,0,0,50,True,0,3
1,1,0,0,0,0,0.0,180,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2023-08-27T13:00:00Z,0,2,0,0,0,0,3,0,1906,0,3,1,0.0,0,-759,56,815,49,True,0,3
2,2,0,0,0,0,0.0,180,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2023-09-02T14:00:00Z,0,18,0,0,0,0,4,0,1471,0,5,2,0.0,0,-442,0,442,49,True,0,3
3,3,0,0,0,0,0.0,180,0.0,0.0,0.0,0.0,47,0,0,0.0,0.0,2023-09-18T18:45:00Z,0,16,0,0,0,0,5,0,1231,0,1,1,0.0,0,-250,0,250,49,False,0,3
4,4,0,0,0,0,0.0,180,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2023-09-23T19:00:00Z,0,14,0,0,0,0,6,0,1140,0,1,0,0.0,0,-94,0,94,49,True,0,3
5,5,0,0,0,0,0.0,180,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2023-09-30T14:00:00Z,0,15,0,0,0,0,7,0,1074,0,0,2,0.0,0,-65,0,65,49,False,0,3
6,6,0,0,0,0,0.0,180,0.0,0.0,0.0,0.0,15,0,0,0.0,0.0,2023-10-03T18:30:00Z,0,12,0,0,0,0,7,0,1074,0,2,1,0.0,0,-65,0,65,49,False,0,3
7,7,0,0,0,0,0.0,180,0.0,0.0,0.0,0.0,73,0,0,0.0,0.0,2023-10-07T14:00:00Z,0,7,0,0,0,0,8,0,1030,0,4,1,0.0,0,-45,0,45,49,True,0,3
8,8,0,0,0,0,0.0,180,0.0,0.0,0.0,0.0,83,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,4,0,0,0,0,9,0,997,0,0,3,0.0,0,-33,0,33,49,False,0,3
9,9,0,0,0,0,0.0,180,0.0,0.0,0.0,0.0,93,0,0,0.0,0.0,2023-10-28T14:00:00Z,0,3,0,0,0,0,10,0,962,0,1,2,0.0,0,-37,0,37,49,False,0,3
10,10,0,0,0,0,0.0,180,0.0,0.0,0.0,0.0,102,0,0,0.0,0.0,2023-11-04T15:00:00Z,0,8,0,0,0,0,11,0,943,0,2,0,0.0,0,-19,0,19,49,True,0,3
11,11,0,0,0,0,0.0,180,0.0,0.0,0.0,0.0,111,0,0,0.0,0.0,2023-11-11T15:00:00Z,0,1,0,0,0,0,12,0,927,0,1,3,0.0,0,-17,0,17,49,False,0,3
12,12,0,0,0,0,0.0,180,0.0,0.0,0.0,0.0,122,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,19,0,0,0,0,13,0,911,0,2,1,0.0,0,-15,0,15,49,True,0,3
13,13,0,0,0,0,0.0,180,0.0,0.0,0.0,0.0,134,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,17,0,0,0,0,14,0,906,0,0,5,0.0,0,-6,0,6,49,True,0,3
14,14,0,0,0,0,0.0,180,0.0,0.0,0.0,0.0,149,0,0,0.0,0.0,2023-12-05T19:30:00Z,0,20,0,0,0,0,15,0,900,0,0,1,0.0,0,-6,0,6,49,False,0,3
15,15,0,0,0,0,0.0,180,0.0,0.0,0.0,0.0,152,0,0,0.0,0.0,2023-12-09T15:00:00Z,0,5,0,0,0,0,16,0,896,0,1,1,0.0,0,-4,0,4,49,False,0,3
16,16,0,0,0,0,0.0,180,0.0,0.0,0.0,0.0,164,0,0,0.0,0.0,2023-12-16T17:30:00Z,0,9,0,0,0,0,17,0,889,0,2,0,0.0,0,-7,0,7,49,True,0,3
17,17,0,0,0,0,0.0,180,0.0,0.0,0.0,0.0,173,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,10,0,0,0,0,18,0,885,0,2,0,0.0,0,-2,0,2,49,False,0,3
18,18,0,0,0,0,0.0,180,0.0,0.0,0.0,0.0,185,0,0,0.0,0.0,2023-12-26T17:30:00Z,0,11,0,0,0,0,19,0,884,0,2,0,0.0,0,-3,0,3,49,True,0,3
19,19,0,0,0,0,0.0,213,0.0,0.0,0.0,0.0,195,0,0,0.0,0.0,2023-12-30T12:30:00Z,0,12,0,0,0,0,20,0,387,0,3,2,0.0,0,0,0,0,55,False,0,3
20,20,0,0,0,0,0.0,213,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,2023-12-27T19:30:00Z,0,8,0,0,0,0,19,0,387,0,1,2,0.0,0,0,0,0,55,True,0,3
21,21,0,0,0,0,0.0,213,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,2023-12-24T13:00:00Z,0,20,0,0,0,0,18,0,387,0,1,2,0.0,0,-1,0,1,55,False,0,3
22,22,0,0,0,0,0.0,213,0.0,0.0,0.0,0.0,165,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,17,0,0,0,0,17,0,387,0,0,2,0.0,0,0,0,0,55,True,0,3
23,23,0,0,0,0,0.0,213,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2023-12-10T14:00:00Z,0,9,0,0,0,0,16,0,388,0,0,2,0.0,0,-1,0,1,55,False,0,3
24,24,0,0,0,0,0.0,213,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2023-12-06T20:15:00Z,0,14,0,0,0,0,15,0,389,0,1,2,0.0,0,-1,0,1,55,False,0,3
25,25,0,0,0,0,0.0,213,0.0,0.0,0.0,0.0,135,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,5,0,0,0,0,14,0,390,0,2,3,0.0,0,-1,0,1,55,True,0,3
26,26,0,0,0,0,0.0,213,0.0,0.0,0.0,0.0,127,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,15,0,0,0,0,13,0,391,0,1,4,0.0,0,-4,0,4,55,False,0,3
27,27,0,0,0,0,0.0,213,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2023-11-12T16:30:00Z,0,13,0,0,0,0,12,0,395,0,4,4,0.0,0,-2,0,2,55,True,0,3
28,28,0,0,0,0,0.0,213,0.0,0.0,0.0,0.0,110,0,0,0.0,0.0,2023-11-06T20:00:00Z,0,18,0,0,0,0,11,0,397,0,4,1,0.0,0,-3,0,3,55,False,0,3
