,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,position,player
0,0,0,8,0,19.2,112,0.14,0.14,0.0,0.0,3,0,0,2.6,7.0,2022-08-06T16:30:00Z,15,8,0,0,0,0,1,0,690746,0,1,0,0.0,0,0,0,0,50,False,1,2,245
1,1,0,21,0,26.8,112,0.05,0.12,0.07,1.01,15,2,0,7.7,24.6,2022-08-14T15:30:00Z,90,18,0,0,0,0,2,0,687795,1,2,2,26.0,4,-67487,49821,117308,50,True,0,2,245
2,0,0,10,0,22.8,112,0.04,0.24,0.2,2.22,25,3,0,4.0,6.8,2022-08-21T13:00:00Z,90,11,0,0,0,0,3,0,1064297,1,0,3,10.0,1,299794,389759,89965,50,False,0,2,245
3,1,0,24,0,24.4,112,0.02,0.02,0.0,2.52,35,1,0,5.4,29.6,2022-08-27T14:00:00Z,90,10,0,0,0,0,4,0,1066705,1,1,2,0.0,5,-18380,118768,137148,51,True,0,2,245
4,0,0,17,0,13.4,112,0.05,0.05,0.0,1.1,50,2,0,3.4,21.0,2022-08-30T18:45:00Z,90,17,0,0,0,0,5,0,1361659,1,1,2,0.0,1,248926,306553,57627,51,False,0,2,245
5,0,0,4,0,5.5,112,0.02,0.02,0.0,0.93,54,1,0,1.4,6.4,2022-09-03T14:00:00Z,71,19,0,0,0,0,6,0,1378132,1,1,2,2.0,1,1247,140985,139738,52,True,1,2,245
6,0,0,0,0,0.0,112,0.0,0.0,0.0,0.0,83,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,7,0,0,0,0,9,0,1001412,0,2,1,0.0,0,-136027,39837,175864,51,False,0,2,245
7,0,1,29,1,20.7,112,0.04,0.04,0.0,1.11,94,0,0,5.1,30.4,2022-10-08T14:00:00Z,90,20,0,0,0,0,10,0,877531,1,0,3,0.0,7,-125298,20426,145724,51,True,0,2,245
8,0,0,9,0,0.3,112,0.0,0.0,0.0,1.31,101,0,0,0.8,8.0,2022-10-16T13:00:00Z,45,2,0,0,0,0,11,0,1075063,1,2,0,0.0,1,182048,204542,22494,51,False,0,2,245
9,0,0,23,1,6.8,112,0.05,0.05,0.0,0.96,113,0,0,3.0,19.0,2022-10-19T18:30:00Z,60,4,0,0,0,0,12,0,1121437,1,0,0,4.0,6,34277,76369,42092,51,False,0,2,245
10,0,0,4,0,0.9,112,0.0,0.0,0.0,0.45,122,0,0,0.3,1.6,2022-10-22T16:30:00Z,35,14,0,0,0,0,13,0,1061629,1,1,1,0.0,1,-41903,27644,69547,51,True,0,2,245
11,0,0,11,0,1.3,112,0.01,0.01,0.0,1.82,134,3,0,0.3,1.8,2022-10-29T14:00:00Z,63,5,0,0,0,0,14,0,1005288,1,1,4,0.0,1,-58679,23484,82163,51,False,0,2,245
