,Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,position
25,25,0,0,-2,0,1.1,314,125,1,0,0.3,2.2,2023-11-25T15:00:00Z,16,8,0,0,0,0,13,0,66288,1,2,0.0,0,-2202,2672,4874,48,True,1,0.0,0.0,0.0,1.15,0.0,2
26,26,0,0,2,0,0.3,314,118,0,0,0.0,0.0,2023-11-11T15:00:00Z,3,14,0,0,0,0,12,0,68220,0,1,0.0,1,-1789,2925,4714,48,False,0,0.0,0.0,0.0,0.11,0.0,2
27,27,0,0,1,0,0.0,314,105,1,0,0.0,0.0,2023-11-05T16:30:00Z,15,11,0,0,0,0,11,0,69876,1,1,0.0,1,884,5831,4947,48,True,0,0.0,0.0,0.0,0.29,0.0,2
28,28,0,0,2,0,0.0,314,92,0,0,0.9,0.0,2023-10-29T14:00:00Z,14,2,0,0,0,0,10,0,69010,1,3,9.0,1,6147,10676,4529,48,False,0,0.0,0.12,0.12,0.42,0.0,2
29,29,0,0,26,0,11.2,314,88,1,1,7.6,35.4,2023-10-21T14:00:00Z,18,16,0,0,0,0,9,0,62248,2,2,29.0,5,1277,5917,4640,48,False,0,0.02,0.65,0.63,0.1,0.0,2
30,30,0,0,-2,0,10.3,314,77,1,0,2.1,4.2,2023-10-07T11:30:00Z,66,18,0,0,0,0,8,0,60247,1,0,6.0,2,-2438,4065,6503,48,True,0,0.01,0.01,0.0,1.99,1.0,2
31,31,0,2,25,0,0.8,314,15,1,1,6.0,34.2,2023-10-03T18:30:00Z,28,6,0,0,0,0,7,0,62325,2,1,25.0,7,-3594,3158,6752,48,True,0,0.01,0.11,0.1,0.06,0.0,2
32,32,0,0,1,0,0.1,314,63,0,0,0.0,0.2,2023-09-30T14:00:00Z,12,9,0,0,0,0,7,0,62325,2,1,0.0,1,-3594,3158,6752,48,False,0,0.0,0.0,0.0,0.13,0.0,2
33,33,0,0,3,0,0.0,314,58,0,0,0.0,0.0,2023-09-23T14:00:00Z,5,20,0,0,0,0,6,0,65600,1,1,0.0,1,-6109,1898,8007,49,True,0,0.0,0.0,0.0,0.0,0.0,2
34,34,0,0,4,0,10.8,314,44,0,0,1.7,2.4,2023-09-16T14:00:00Z,15,10,0,0,0,0,5,0,71337,0,1,4.0,1,-6714,3800,10514,49,False,0,0.01,0.01,0.0,0.05,0.0,2
35,35,0,0,2,0,11.8,314,38,1,0,3.7,2.2,2023-09-01T19:00:00Z,70,19,0,0,0,0,4,0,76701,2,1,23.0,2,-6896,3402,10298,49,True,0,0.01,0.41,0.4,0.86,1.0,2
36,36,0,0,1,0,11.9,314,26,2,0,1.8,1.6,2023-08-25T19:00:00Z,69,7,0,0,0,0,3,0,82300,0,3,4.0,2,-10646,2715,13361,50,False,0,0.06,0.06,0.0,1.52,1.0,2
