,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,position,player
0,0,0,0,0,2.6,614,0.0,0.0,0.0,1.42,59,1,0,0.3,0.8,2022-09-03T14:00:00Z,30,18,0,0,0,0,6,0,7487,0,1,2,0.0,1,6323,7553,1230,55,False,0,3,372
1,1,1,24,0,42.3,614,0.09,0.09,0.0,1.17,78,1,0,7.0,25.6,2022-09-16T19:00:00Z,69,16,0,0,0,0,8,0,13138,1,3,2,2.0,6,2332,3377,1045,55,False,0,3,372
2,0,0,0,0,0.0,614,0.0,0.0,0.0,0.0,84,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,15,0,0,0,0,9,0,27315,0,4,1,0.0,0,13658,16973,3315,55,True,0,3,372
3,0,0,0,0,0.0,614,0.0,0.0,0.0,0.0,100,0,0,0.0,0.0,2022-10-09T13:00:00Z,0,19,0,0,0,0,10,0,13719,0,1,3,0.0,0,-12793,303,13096,55,False,0,3,372
4,0,0,5,0,14.3,614,0.05,0.07,0.02,0.29,103,0,0,3.1,4.4,2022-10-15T14:00:00Z,45,3,0,0,0,0,11,0,10281,0,2,2,12.0,1,-3810,209,4019,55,True,0,3,372
5,0,0,13,1,49.3,614,0.09,0.46,0.37,0.95,116,0,0,12.2,19.4,2022-10-20T18:30:00Z,72,2,0,0,0,0,12,0,9915,1,0,3,53.0,3,-329,541,870,55,True,0,3,372
6,0,3,40,0,18.8,614,0.19,0.66,0.47,1.57,124,1,1,7.7,41.6,2022-10-23T13:00:00Z,88,11,0,0,0,0,13,0,11000,1,3,2,17.0,10,521,1529,1008,55,False,0,3,372
7,0,0,14,1,52.3,614,0.11,0.89,0.78,0.94,136,0,0,13.8,20.6,2022-10-29T16:30:00Z,90,8,0,0,0,0,14,0,14782,1,0,0,65.0,3,3333,4430,1097,55,True,0,3,372
8,0,0,7,0,13.1,614,0.01,0.01,0.0,1.12,145,1,0,2.2,6.8,2022-11-05T15:00:00Z,79,13,0,0,0,0,15,0,14058,1,1,2,2.0,2,-905,1778,2683,55,False,0,3,372
9,0,0,10,0,25.8,614,0.04,0.11,0.07,2.59,153,2,0,4.4,3.6,2022-11-13T16:30:00Z,90,14,0,0,0,0,16,0,14064,1,2,1,15.0,2,-349,1747,2096,55,True,0,3,372
10,1,0,15,1,9.0,614,0.05,0.26,0.21,0.26,165,0,0,4.9,2.2,2022-12-26T15:00:00Z,81,7,0,0,0,0,17,0,15459,1,3,0,38.0,6,772,6561,5789,55,False,0,3,372
11,0,0,8,0,25.5,614,0.06,0.14,0.08,0.79,173,1,0,4.0,8.8,2022-12-31T15:00:00Z,90,17,0,0,0,0,18,0,18441,1,1,2,6.0,2,2671,3875,1204,55,True,0,3,372
12,1,0,21,1,16.7,614,0.23,0.33,0.1,1.53,188,0,0,4.5,18.4,2023-01-03T19:45:00Z,81,10,0,0,0,0,19,0,26609,1,1,0,10.0,6,7455,8935,1480,55,False,0,3,372
13,0,2,29,0,16.2,614,0.05,0.14,0.09,2.08,64,1,1,7.2,37.0,2023-01-12T20:00:00Z,82,6,0,0,0,0,19,0,26609,1,1,2,19.0,9,7455,8935,1480,55,True,0,3,372
14,0,0,7,1,1.9,614,0.02,0.02,0.0,1.18,197,0,0,0.4,0.0,2023-01-15T14:00:00Z,76,15,0,0,0,0,20,0,26892,1,0,1,2.0,3,563,5873,5310,55,False,0,3,372
15,0,0,9,0,5.6,614,0.03,0.09,0.06,0.9,204,1,0,3.0,3.2,2023-01-23T20:15:00Z,86,18,0,0,0,0,21,0,28559,1,1,0,21.0,2,909,5223,4314,55,True,0,3,372
16,0,0,16,1,22.0,614,0.21,0.31,0.1,0.8,214,0,0,6.3,18.4,2023-02-03T20:00:00Z,74,6,0,0,0,0,22,0,27641,1,0,0,23.0,3,-1475,4588,6063,55,False,0,3,372
17,0,1,31,1,33.5,614,0.09,0.22,0.13,0.55,224,0,1,9.7,39.2,2023-02-11T15:00:00Z,71,16,0,0,0,0,23,0,33213,1,0,2,24.0,9,4883,8265,3382,55,True,0,3,372
18,0,0,6,1,11.4,614,0.0,0.06,0.06,2.2,233,0,0,2.0,3.2,2023-02-18T15:00:00Z,90,5,0,0,0,0,24,0,32459,1,1,0,5.0,2,-836,5149,5985,55,False,1,3,372
19,0,0,5,0,22.5,614,0.01,0.01,0.0,0.8,244,1,0,3.3,8.0,2023-02-24T20:00:00Z,82,20,0,0,0,0,25,0,76423,1,1,1,2.0,2,30246,35591,5345,55,True,0,3,372
20,0,0,1,0,5.3,614,0.02,0.02,0.0,1.99,253,2,0,0.5,0.0,2023-03-06T20:00:00Z,82,4,0,0,0,0,26,0,55956,1,2,3,0.0,1,-7510,5398,12908,55,False,1,3,372
21,0,0,0,0,0.0,614,0.0,0.0,0.0,0.0,264,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,1,0,0,0,0,27,0,44303,0,3,0,0.0,0,-11873,1974,13847,55,True,0,3,372
22,0,0,0,0,0.0,614,0.0,0.0,0.0,0.0,282,0,0,0.0,0.0,2023-04-01T14:00:00Z,0,3,0,0,0,0,29,0,28075,0,1,2,0.0,0,-8463,493,8956,55,False,0,3,372
23,0,0,17,0,61.8,614,0.07,0.1,0.03,0.35,293,1,0,9.1,13.8,2023-04-08T14:00:00Z,84,19,0,0,0,0,30,0,29491,1,1,0,15.0,2,885,3193,2308,55,True,0,3,372
24,1,0,23,0,39.3,614,0.25,0.5,0.25,1.25,303,1,0,8.9,23.6,2023-04-15T14:00:00Z,78,8,0,0,0,0,31,0,31434,1,3,1,26.0,5,1726,3983,2257,55,False,0,3,372
25,1,0,12,0,2.5,614,0.02,0.2,0.18,0.85,316,1,0,3.0,7.8,2023-04-22T11:30:00Z,90,11,0,0,0,0,32,0,51897,1,1,2,20.0,5,12758,14651,1893,55,True,0,3,372
26,0,0,0,0,0.0,614,0.0,0.0,0.0,0.0,321,0,0,0.0,0.0,2023-04-25T18:45:00Z,0,2,0,0,0,0,33,0,41422,0,0,1,0.0,0,-3063,2670,5733,55,False,0,3,372
27,0,0,0,0,0.0,614,0.0,0.0,0.0,0.0,336,0,0,0.0,0.0,2023-04-30T13:00:00Z,0,13,0,0,0,0,34,0,31333,0,2,1,0.0,0,-9663,228,9891,55,True,0,3,372
28,0,0,10,0,24.5,614,0.04,0.1,0.06,1.64,276,1,0,4.2,6.2,2023-05-03T19:00:00Z,79,12,0,0,0,0,34,0,31333,1,0,1,11.0,2,-9663,228,9891,55,False,0,3,372
29,0,3,53,0,41.2,614,0.26,0.38,0.12,2.67,343,2,2,13.3,74.2,2023-05-08T14:00:00Z,81,10,0,0,0,0,35,0,30416,1,3,5,18.0,15,-1513,1772,3285,55,True,0,3,372
30,0,0,14,1,42.3,614,0.35,0.56,0.21,0.17,360,0,0,6.9,9.4,2023-05-13T14:00:00Z,77,17,0,0,0,0,36,0,51612,1,2,0,17.0,3,19976,21854,1878,55,False,0,3,372
31,1,1,27,0,59.1,614,0.24,0.31,0.07,1.62,363,2,0,11.7,34.0,2023-05-20T14:00:00Z,90,7,0,0,0,0,37,0,54155,1,2,2,24.0,6,3244,10654,7410,55,True,0,3,372
32,1,0,25,0,0.0,614,0.41,0.41,0.0,2.71,379,2,0,0.0,0.0,2023-05-28T15:30:00Z,90,14,0,0,0,0,38,0,51333,1,1,2,0.0,5,-3019,5240,8259,55,False,0,3,372
33,0,0,1,0,12.4,372,0.05,0.28,0.23,1.25,18,1,0,3.3,8.0,2023-08-19T16:30:00Z,65,18,0,0,0,0,2,0,116753,1,0,2,13.0,1,-10910,5592,16502,70,False,1,3,372
34,0,0,15,0,48.3,372,0.52,0.71,0.19,1.22,28,2,0,8.8,12.8,2023-08-26T14:00:00Z,84,16,0,0,0,0,3,0,105491,1,2,3,27.0,2,-16163,5049,21212,69,True,0,3,372
35,0,0,7,0,1.3,372,0.00,0.03,0.03,1.53,31,1,0,1.1,5.4,2023-09-03T15:30:00Z,83,1,0,0,0,0,4,0,95018,1,1,3,4.0,2,-13879,2574,16453,69,False,0,3,372
36,0,0,0,0,0.0,372,0.00,0.00,0.00,0.00,45,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,5,0,0,0,0,5,0,75478,0,3,1,0.0,0,-21899,1651,23550,68,True,0,3,372
37,0,0,0,0,0.0,372,0.00,0.00,0.00,0.00,54,0,0,0.0,0.0,2023-09-23T19:00:00Z,0,6,0,0,0,0,6,0,63223,0,1,0,0.0,0,-12673,111,12784,68,False,0,3,372
