,Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,position
0,0,0,0,20,0,4.2,639,0.03,0.07,0.04,2.02,8,2,0,2.5,13.2,2023-08-13T13:00:00Z,90,4,0,0,0,0,1,0,16481,1,2,2,8.0,1,0,0,0,45,False,0,2
1,1,0,1,28,1,1.1,639,0.01,0.01,0.0,1.99,18,0,0,1.7,15.4,2023-08-19T16:30:00Z,90,14,0,0,0,0,2,0,27392,1,0,2,0.0,7,2771,4751,1980,45,True,0,2
2,2,0,0,30,1,0.8,639,0.0,0.0,0.0,0.67,22,0,0,3.1,29.8,2023-08-26T11:30:00Z,90,3,0,0,0,0,3,0,69387,1,2,0,0.0,6,32836,38345,5509,45,False,0,2
3,3,0,0,16,0,1.3,639,0.01,0.01,0.0,1.35,34,2,0,2.4,21.0,2023-09-02T14:00:00Z,90,6,0,0,0,0,4,0,113140,1,5,2,2.0,1,36082,44032,7950,45,False,0,2
4,4,0,0,7,0,1.1,639,0.01,0.01,0.0,0.57,48,1,0,1.3,11.4,2023-09-16T14:00:00Z,90,17,0,0,0,0,5,0,122207,1,1,2,0.0,1,6160,19285,13125,45,True,1,2
5,5,0,0,18,0,0.3,639,0.0,0.0,0.0,2.08,51,2,0,1.3,12.2,2023-09-24T13:00:00Z,90,1,0,0,0,0,6,0,116235,1,2,2,0.0,1,-6993,5281,12274,45,False,0,2
6,6,0,0,18,0,1.7,639,0.02,0.02,0.0,1.34,68,1,0,1.2,10.6,2023-09-30T16:30:00Z,90,11,0,0,0,0,7,0,118877,1,1,2,0.0,2,1122,11104,9982,45,True,0,2
7,7,0,3,45,1,0.8,639,0.01,0.24,0.23,0.82,77,0,1,6.9,49.8,2023-10-07T11:30:00Z,90,12,0,0,0,0,8,0,150042,1,1,0,18.0,15,28253,40905,12652,45,False,0,2
8,8,0,0,25,1,1.3,639,0.01,0.09,0.08,1.03,90,0,0,2.4,18.6,2023-10-23T19:00:00Z,90,10,0,0,0,0,9,0,333629,1,0,2,4.0,6,170979,183168,12189,46,True,0,2
9,9,0,0,14,0,1.3,639,0.01,0.01,0.0,0.64,96,1,0,2.1,20.0,2023-10-27T19:00:00Z,90,8,0,0,0,0,10,0,527613,1,2,1,0.0,2,188363,207024,18661,46,False,0,2
