,Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,position
0,0,0,0,15,0,0.0,520,0.0,0.0,0.0,2.02,8,2,0,3.6,36.0,2023-08-13T13:00:00Z,90,4,0,0,0,0,1,4,36625,1,2,2,0.0,1,0,0,0,50,False,1,1
1,1,0,3,41,1,0.0,520,0.0,0.0,0.0,1.99,18,0,0,4.5,45.0,2023-08-19T16:30:00Z,90,14,0,0,0,0,2,6,41355,1,0,2,0.0,11,-2543,1767,4310,50,True,0,1
2,2,0,0,28,1,0.0,520,0.0,0.0,0.0,0.67,22,0,0,2.0,20.4,2023-08-26T11:30:00Z,90,3,0,0,0,0,3,3,162814,1,2,0,0.0,7,86937,102459,15522,50,False,0,1
3,3,0,0,16,0,0.0,520,0.0,0.0,0.0,1.35,34,2,0,2.4,24.4,2023-09-02T14:00:00Z,90,6,0,0,0,0,4,3,433241,1,5,2,0.0,2,217895,243852,25957,51,False,0,1
4,4,0,0,17,0,0.0,520,0.0,0.0,0.0,0.58,48,1,0,3.3,32.6,2023-09-16T14:00:00Z,90,17,0,0,0,0,5,4,569963,1,1,2,0.0,3,105529,147722,42193,51,True,0,1
5,5,0,0,20,0,0.0,520,0.0,0.0,0.0,2.08,51,2,0,3.0,30.2,2023-09-24T13:00:00Z,90,1,0,0,0,0,6,4,554210,1,2,2,0.0,2,-15983,37105,53088,51,False,0,1
6,6,0,0,14,0,0.0,520,0.0,0.0,0.0,1.34,68,1,0,2.2,22.4,2023-09-30T16:30:00Z,90,11,0,0,0,0,7,3,545275,1,1,2,0.0,3,-11981,28079,40060,51,True,0,1
7,7,0,1,26,1,0.0,520,0.0,0.0,0.0,0.82,77,0,0,2.0,19.6,2023-10-07T11:30:00Z,90,12,0,0,0,0,8,2,638078,1,1,0,0.0,7,69420,109679,40259,51,False,0,1
8,8,0,0,23,1,0.0,520,0.0,0.0,0.0,1.03,90,0,0,2.6,26.2,2023-10-23T19:00:00Z,90,10,0,0,0,0,9,3,702949,1,0,2,0.0,6,58737,80534,21797,52,True,1,1
9,9,0,1,18,0,0.0,520,0.0,0.0,0.0,0.64,96,1,0,2.6,25.8,2023-10-27T19:00:00Z,90,8,0,0,0,0,10,2,773584,1,2,1,0.0,3,62263,84419,22156,52,False,0,1
10,10,0,0,16,0,0.0,520,0.0,0.0,0.0,4.04,110,4,0,2.9,28.6,2023-11-06T20:00:00Z,90,7,0,0,0,0,11,3,806250,1,4,1,0.0,1,25965,59610,33645,52,True,0,1
11,11,0,0,17,0,0.0,520,0.0,0.0,0.0,2.15,120,2,0,2.1,21.2,2023-11-11T12:30:00Z,90,20,0,0,0,0,12,2,832755,1,1,2,0.0,1,18327,41103,22776,52,False,0,1
12,12,0,0,14,0,0.0,520,0.0,0.0,0.0,1.77,130,2,0,1.6,15.6,2023-11-26T14:00:00Z,90,2,0,0,0,0,13,3,836648,1,2,1,0.0,2,-1640,35357,36997,52,True,0,1
