,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,position,player
0,0,0,0,0,0.0,119,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2022-08-07T13:00:00Z,0,14,0,0,0,0,1,0,7761,0,2,1,0.0,0,0,0,0,45,False,0,3,169
1,0,0,0,0,0.0,119,0.0,0.0,0.0,0.0,14,0,0,0.0,0.0,2022-08-13T14:00:00Z,0,15,0,0,0,0,2,0,9177,0,0,0,0.0,0,99,1104,1005,45,True,0,3,169
2,0,0,0,0,0.0,119,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,19,0,0,0,0,3,0,9370,0,2,0,0.0,0,-345,1126,1471,45,False,0,3,169
3,0,0,0,0,0.0,119,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,11,0,0,0,0,4,0,7760,0,0,1,0.0,0,-1664,252,1916,45,True,0,3,169
4,0,0,0,0,0.0,119,0.0,0.0,0.0,0.0,44,0,0,0.0,0.0,2022-08-30T18:30:00Z,0,9,0,0,0,0,5,0,6726,0,1,2,0.0,0,-1087,31,1118,45,False,0,3,169
5,0,0,0,0,0.0,119,0.0,0.0,0.0,0.0,53,0,0,0.0,0.0,2022-09-04T13:00:00Z,0,10,0,0,0,0,6,0,5961,0,2,5,0.0,0,-767,48,815,45,True,0,3,169
6,0,0,0,0,0.0,119,0.0,0.0,0.0,0.0,87,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,12,0,0,0,0,9,0,5060,0,3,3,0.0,0,-246,64,310,45,False,0,3,169
7,0,0,0,0,0.0,119,0.0,0.0,0.0,0.0,93,0,0,0.0,0.0,2022-10-08T16:30:00Z,0,18,0,0,0,0,10,0,5202,0,1,0,0.0,0,30,343,313,45,True,0,3,169
8,0,0,0,0,0.0,119,0.0,0.0,0.0,0.0,102,0,0,0.0,0.0,2022-10-14T19:00:00Z,0,4,0,0,0,0,11,0,5192,0,0,2,0.0,0,-56,223,279,45,False,0,3,169
9,0,0,0,0,0.0,119,0.0,0.0,0.0,0.0,114,0,0,0.0,0.0,2022-10-18T18:30:00Z,0,16,0,0,0,0,12,0,5124,0,0,0,0.0,0,-79,160,239,45,True,0,3,169
