assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,560,0.0,0.0,91,0.0,0,0,0.0,5428.0,0.0,0.0,2017-10-28T14:00:00Z,28 Oct 15:00,0.0,0.0,0,0.0,0.0,16,0,0.0,0,0,0.0,0,10,0,405,0.0,0.0,0.0,1,2,0.0,0,352,398,46,50,True,0.0,0
0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,560,0.0,0.0,110,0.0,0,0,0.0,5991.0,0.0,0.0,2017-11-05T14:15:00Z,05 Nov 14:15,0.0,0.0,0,0.0,0.0,11,0,0.0,0,0,0.0,0,11,0,566,0.0,0.0,0.0,1,3,0.0,0,30,204,174,50,False,0.0,0
0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,560,0.0,0.0,111,0.0,0,0,0.0,6557.0,0.0,0.0,2017-11-18T12:30:00Z,18 Nov 12:30,0.0,0.0,0,0.0,0.0,17,0,0.0,0,0,0.0,0,12,0,740,0.0,0.0,0.0,0,2,0.0,0,28,191,163,50,True,0.0,0
0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,560,0.0,0.0,130,0.0,0,0,0.0,7126.0,0.0,0.0,2017-11-26T14:00:00Z,26 Nov 14:00,0.0,0.0,0,0.0,0.0,4,0,0.0,0,0,0.0,0,13,0,820,0.0,0.0,0.0,1,0,0.0,0,17,159,142,50,False,0.0,0
0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,560,0.0,0.0,135,0.0,0,0,0.0,7696.0,0.0,0.0,2017-11-29T19:45:00Z,29 Nov 19:45,0.0,0.0,0,0.0,0.0,8,0,0.0,0,0,0.0,0,14,0,891,0.0,0.0,0.0,0,5,0.0,0,16,132,116,50,True,0.0,0
0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,560,0.0,0.0,141,0.0,0,0,0.0,8267.0,0.0,0.0,2017-12-02T17:30:00Z,02 Dec 17:30,0.0,0.0,0,0.0,0.0,12,0,0.0,0,0,0.0,0,15,0,936,0.0,0.0,0.0,3,1,0.0,0,-7,105,112,50,True,0.0,0
0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,560,0.0,0.0,160,0.0,0,0,0.0,8841.0,0.0,0.0,2017-12-10T12:00:00Z,10 Dec 12:00,0.0,0.0,0,0.0,0.0,14,0,0.0,0,0,0.0,0,16,0,1002,0.0,0.0,0.0,1,1,0.0,0,-18,118,136,50,False,0.0,0
0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,560,0.0,0.0,170,0.0,0,0,0.0,9418.0,0.0,0.0,2017-12-13T20:00:00Z,13 Dec 20:00,0.0,0.0,0,0.0,0.0,20,0,0.0,0,0,0.0,0,17,0,1019,0.0,0.0,0.0,0,0,0.0,0,-20,75,95,50,False,0.0,0
0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,560,0.0,0.0,171,0.0,0,0,0.0,9996.0,0.0,0.0,2017-12-16T15:00:00Z,16 Dec 15:00,0.0,0.0,0,0.0,0.0,13,0,0.0,0,0,0.0,0,18,0,1036,0.0,0.0,0.0,0,1,0.0,0,-19,67,86,50,True,0.0,0
0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,560,0.0,0.0,181,0.0,0,0,0.0,10576.0,0.0,0.0,2017-12-22T19:45:00Z,22 Dec 19:45,0.0,0.0,0,0.0,0.0,10,0,0.0,0,0,0.0,0,19,0,1137,0.0,0.0,0.0,3,3,0.0,0,17,155,138,50,True,0.0,0
0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,560,0.0,0.0,193,0.0,0,0,0.0,11161.0,0.0,0.0,2017-12-28T20:00:00Z,28 Dec 20:00,0.0,0.0,0,0.0,0.0,6,0,0.0,0,0,0.0,0,20,0,1147,0.0,0.0,0.0,3,2,0.0,0,-29,98,127,50,False,0.0,0
0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,560,0.0,0.0,210,0.0,0,0,0.0,11693.0,0.0,0.0,2017-12-31T16:30:00Z,31 Dec 16:30,0.0,0.0,0,0.0,0.0,19,0,0.0,0,0,0.0,0,21,0,1225,0.0,0.0,0.0,1,1,0.0,0,18,184,166,50,False,0.0,0
0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,560,0.0,0.0,211,0.0,0,0,0.0,12327.0,0.0,0.0,2018-01-03T19:45:00Z,03 Jan 19:45,0.0,0.0,0,0.0,0.0,5,0,0.0,0,0,0.0,0,22,0,1256,0.0,0.0,0.0,2,2,0.0,0,9,118,109,50,True,0.0,0
